#day	hour	Tout	Td	Tg	Tsky	Pa	g_vs_ab
192	12	14.57	11.5899	25.3645	3.89331	78.0487	0.300000
192	13	14.03	11.5274	25.3645	3.37077	78.0104	0.300000
192	14	14.87	11.7644	25.3645	4.31701	78.0699	0.300000
192	15	17.31	11.6643	25.3645	6.73635	78.2411	0.300000
192	16	19.84	11.0453	25.3645	9.10261	78.4159	0.300000
192	17	21.47	10.2451	25.3645	10.5615	78.5272	0.300000
192	18	23.1	9.707	25.3645	12.1175	78.6374	0.300000
192	19	24.13	9.81223	25.3645	13.3008	78.7065	0.300000
192	20	25.15	9.39246	25.3645	14.2964	78.7745	0.300000
192	21	25.3	9.84872	25.3645	14.7111	78.7845	0.300000
192	22	22.9	11.4434	25.3645	12.9969	78.624	0.300000
192	23	18.85	13.843	25.3645	9.91619	78.3478	0.300000
192	24	18.22	14.0626	25.3645	9.39637	78.3043	0.300000
193	1	18.39	13.5967	25.5414	9.38616	78.316	0.300000
193	2	18.43	13.2791	25.5414	9.26193	78.3188	0.300000
193	3	18.2	13.1521	25.5414	8.90496	78.3029	0.300000
193	4	17.5	13.2834	25.5414	8.14965	78.2543	0.010000
193	5	16.5	13.5999	25.5414	7.14554	78.1845	0.300000
193	6	15.84	13.2611	25.5414	6.2442	78.1382	0.300000
193	7	15.19	13.0115	25.5414	5.38312	78.0925	0.300000
193	8	13.98	13.3192	25.5414	4.17381	78.0068	0.300000
193	9	13.88	13.2513	25.5414	3.93638	77.9997	0.300000
193	10	13.62	13.173	25.5414	3.56796	77.9812	0.300000
193	11	13.79	12.9789	25.5414	3.61154	77.9933	0.300000
193	12	13.19	12.9763	25.5414	3.01027	77.9506	0.300000
193	13	12.81	12.7494	25.5414	2.58739	77.9234	0.300000
193	14	13.46	13.0757	25.5414	3.38091	77.9698	0.300000
193	15	14.73	12.869	25.5414	4.6338	78.06	0.300000
193	16	16.17	12.8025	25.5414	6.12581	78.1614	0.300000
193	17	18.04	12.4965	25.5414	7.97599	78.2918	0.300000
193	18	19.39	13.0248	25.5414	9.61041	78.385	0.300000
193	19	20.56	13.5825	25.5414	11.0836	78.4652	0.300000
193	20	20.44	11.4898	25.5414	10.4124	78.457	0.300000
193	21	20.57	12.1389	25.5414	10.8717	78.4659	0.300000
193	22	20.26	11.9883	25.5414	10.6135	78.4447	0.300000
193	23	19.64	12.1647	25.5414	10.1271	78.4022	0.300000
193	24	19.3	11.4847	25.5414	9.59518	78.3788	0.300000
194	1	18.98	11.3054	25.7119	9.207	78.3568	0.300000
194	2	18.75	10.6381	25.7119	8.71211	78.3409	0.300000
194	3	18.13	10.7186	25.7119	8.04486	78.298	0.300000
194	4	17.01	11.7188	25.7119	7.16094	78.2202	0.010000
194	5	16.1	11.7347	25.7119	6.14517	78.1565	0.010000
194	6	15.1	11.7385	25.7119	5.02882	78.0861	0.300000
194	7	14.23	11.3568	25.7119	3.9154	78.0246	0.300000
194	8	13.38	10.7028	25.7119	2.74688	77.9641	0.300000
194	9	12.51	10.5932	25.7119	1.75279	77.9019	0.300000
194	10	11.65	10.4688	25.7119	0.792053	77.8401	0.300000
194	11	10.84	10.2632	25.7119	-0.111417	77.7816	0.300000
194	12	10.48	10.1113	25.7119	-0.52559	77.7555	0.300000
194	13	10.03	9.83603	25.7119	-1.02563	77.7228	0.300000
194	14	10.66	10.2527	25.7119	-0.231404	77.7685	0.300000
194	15	13.78	11.5098	25.7119	3.27201	77.9926	0.300000
194	16	17.61	8.8027	25.7119	6.23643	78.2619	0.300000
194	17	19.37	7.237	25.7119	7.59514	78.3837	0.300000
194	18	20.66	6.99051	25.7119	8.917	78.4721	0.300000
194	19	21.54	7.00119	25.7119	9.92231	78.532	0.300000
194	20	22.04	6.13678	25.7119	10.2883	78.5659	0.300000
194	21	22.64	6.32068	25.7119	11.0452	78.6064	0.300000
194	22	22.81	6.61893	25.7119	11.3933	78.6179	0.300000
194	23	23	6.70505	25.7119	11.6621	78.6307	0.300000
194	24	22.5	6.65085	25.7119	11.1834	78.597	0.300000
195	1	22.04	6.79849	25.876	10.7634	78.5659	0.300000
195	2	21.25	6.90717	25.876	9.97419	78.5123	0.300000
195	3	19.63	8.57254	25.876	8.82312	78.4015	0.300000
195	4	17.86	9.72116	25.876	7.34783	78.2793	0.010000
195	5	16.46	11.1463	25.876	6.30471	78.1817	0.010000
195	6	16.24	10.4076	25.876	5.7071	78.1663	0.010000
195	7	15.5	9.96658	25.876	4.70291	78.1143	0.010000
195	8	13.69	9.24847	25.876	2.59207	77.9862	0.010000
195	9	12.41	9.31158	25.876	1.25708	77.8947	0.300000
195	10	11.56	8.95166	25.876	0.235572	77.8336	0.300000
195	11	11.02	8.51733	25.876	-0.474313	77.7946	0.300000
195	12	10.48	8.10757	25.876	-1.13746	77.7555	0.300000
195	13	10.02	7.77469	25.876	-1.66019	77.722	0.300000
195	14	11.68	8.67847	25.876	0.267995	77.8423	0.300000
195	15	15.77	8.50049	25.876	4.24779	78.1333	0.300000
195	16	18.26	7.37875	25.876	6.42633	78.307	0.300000
195	17	19.77	6.03894	25.876	7.6213	78.4111	0.300000
195	18	20.77	5.34113	25.876	8.53205	78.4796	0.300000
195	19	21.41	5.13885	25.876	9.24333	78.5231	0.300000
195	20	21.94	4.72604	25.876	9.77766	78.5591	0.300000
195	21	22.04	5.07928	25.876	10.1004	78.5659	0.300000
195	22	21.26	5.17148	25.876	9.47041	78.5129	0.300000
195	23	21.06	5.42126	25.876	9.40977	78.4993	0.300000
195	24	20.74	6.18423	25.876	9.34554	78.4775	0.300000
196	1	20.27	6.63593	26.0336	9.00593	78.4454	0.300000
196	2	19.31	6.62247	26.0336	8.01645	78.3795	0.300000
196	3	17.96	7.54218	26.0336	6.89516	78.2863	0.300000
196	4	16.59	8.59601	26.0336	5.77107	78.1908	0.010000
196	5	15.6	9.17267	26.0336	4.85179	78.1214	0.010000
196	6	14.82	9.22702	26.0336	3.96526	78.0664	0.010000
196	7	14.01	8.76422	26.0336	2.89142	78.009	0.010000
196	8	13.25	9.38593	26.0336	2.20982	77.9548	0.010000
196	9	12.71	9.23694	26.0336	1.52351	77.9162	0.010000
196	10	12.11	9.27884	26.0336	0.866203	77.8732	0.300000
196	11	11.61	9.41672	26.0336	0.369054	77.8372	0.300000
196	12	11.06	9.53525	26.0336	-0.144368	77.7975	0.300000
196	13	10.66	9.62241	26.0336	-0.483783	77.7685	0.300000
196	14	11.48	9.94254	26.0336	0.463638	77.8278	0.300000
196	15	13.84	10.1604	26.0336	2.90133	77.9969	0.300000
196	16	16.47	9.85602	26.0336	5.46534	78.1824	0.300000
196	17	18.84	8.83517	26.0336	7.57482	78.3471	0.300000
196	18	20.65	7.59317	26.0336	9.09057	78.4714	0.300000
196	19	21.96	6.96045	26.0336	10.315	78.5605	0.300000
196	20	23.56	8.61523	26.0336	12.513	78.6683	0.300000
196	21	24.43	8.15009	26.0336	13.3318	78.7266	0.300000
196	22	24.85	7.52972	26.0336	13.6403	78.7546	0.300000
196	23	24.44	6.80579	26.0336	13.0828	78.7272	0.300000
196	24	22.69	7.52054	26.0336	11.6303	78.6098	0.300000
197	1	21.46	9.5936	26.1848	11.0644	78.5265	0.300000
197	2	17.95	11.6919	26.1848	8.27479	78.2856	0.300000
197	3	16.94	11.9144	26.1848	7.27537	78.2153	0.300000
197	4	15.99	11.8956	26.1848	6.22884	78.1488	0.010000
197	5	15.14	11.6836	26.1848	5.19818	78.089	0.010000
197	6	13.97	11.6181	26.1848	3.89547	78.0061	0.300000
197	7	13.05	11.537	26.1848	2.83085	77.9406	0.300000
197	8	12.41	11.7249	26.1848	2.13402	77.8947	0.300000
197	9	12.14	11.5267	26.1848	1.69129	77.8754	0.300000
197	10	11.86	11.1776	26.1848	1.21865	77.8552	0.300000
197	11	11.53	10.8335	26.1848	0.733801	77.8314	0.300000
197	12	11.37	10.6899	26.1848	0.514529	77.8199	0.300000
197	13	11.66	10.782	26.1848	0.843104	77.8408	0.300000
197	14	11.94	11.2259	26.1848	1.31133	77.861	0.300000
197	15	13.87	11.2282	26.1848	3.26879	77.999	0.300000
197	16	14.94	11.394	26.1848	4.47583	78.0748	0.300000
197	17	16.06	11.5856	26.1848	5.76042	78.1537	0.300000
197	18	17.04	11.9796	26.1848	6.98674	78.2223	0.300000
197	19	17.56	12.3551	26.1848	7.76281	78.2585	0.300000
197	20	16.45	8.07291	26.1848	5.47647	78.181	0.300000
197	21	16.08	8.94928	26.1848	5.50631	78.1551	0.300000
197	22	15.36	8.87543	26.1848	4.87895	78.1045	0.300000
197	23	15.25	9.48956	26.1848	5.01863	78.0967	0.300000
197	24	15.02	10.0085	26.1848	4.97626	78.0805	0.300000
198	1	14.72	9.79092	26.3293	4.59856	78.0593	0.300000
198	2	13.15	8.84323	26.3293	2.7312	77.9477	0.300000
198	3	12.63	9.10297	26.3293	2.21625	77.9105	0.300000
198	4	11.98	9.18704	26.3293	1.495	77.8639	0.300000
198	5	11.44	9.36856	26.3293	0.890759	77.825	0.300000
198	6	10.1	9.46457	26.3293	-0.522289	77.7279	0.300000
198	7	9.69	9.24756	26.3293	-1.13142	77.698	0.300000
198	8	9.71	8.15903	26.3293	-1.57738	77.6995	0.300000
198	9	8.49	7.56165	26.3293	-3.04807	77.6101	0.300000
198	10	7.79	7.10406	26.3293	-3.94654	77.5586	0.300000
198	11	7.35	6.84741	26.3293	-4.50137	77.5261	0.300000
198	12	7.01	6.61313	26.3293	-4.91541	77.5009	0.300000
198	13	6.76	6.40094	26.3293	-5.19728	77.4824	0.300000
198	14	8.89	7.68414	26.3293	-2.7176	77.6395	0.300000
198	15	11.82	7.63049	26.3293	0.178927	77.8523	0.300000
198	16	13.67	6.76041	26.3293	1.82208	77.9848	0.300000
198	17	15.3	6.34274	26.3293	3.40884	78.1002	0.300000
198	18	16.84	6.1217	26.3293	4.97829	78.2083	0.300000
198	19	18.15	5.85703	26.3293	6.3146	78.2994	0.300000
198	20	18.86	7.10352	26.3293	7.51061	78.3485	0.300000
198	21	19.92	6.6163	26.3293	8.5096	78.4214	0.300000
198	22	20.54	6.31998	26.3293	9.11354	78.4639	0.300000
198	23	20.69	6.10141	26.3293	9.25265	78.4741	0.300000
198	24	20.72	6.09073	26.3293	9.2986	78.4762	0.300000
199	1	20.58	6.0397	26.4673	9.12831	78.4666	0.300000
199	2	20.12	6.39267	26.4673	8.72987	78.4351	0.300000
199	3	18.44	8.29144	26.4673	7.5864	78.3195	0.300000
199	4	16.08	8.84268	26.4673	5.35375	78.1551	0.010000
199	5	14.47	9.16562	26.4673	3.75744	78.0416	0.010000
199	6	13.37	9.2229	26.4673	2.56319	77.9634	0.010000
199	7	12.48	9.11441	26.4673	1.52172	77.8998	0.010000
199	8	11.99	8.44144	26.4673	0.705593	77.8646	0.010000
199	9	11.45	7.70938	26.4673	-0.153868	77.8257	0.010000
199	10	10.97	7.01556	26.4673	-0.913066	77.791	0.010000
199	11	10.89	6.39728	26.4673	-1.22859	77.7852	0.010000
199	12	10.83	5.65781	26.4673	-1.51954	77.7809	0.010000
199	13	11.08	4.99182	26.4673	-1.44949	77.7989	0.300000
199	14	12.66	5.2623	26.4673	0.202574	77.9127	0.300000
199	15	16.33	6.18365	26.4673	4.0898	78.1726	0.300000
199	16	19.72	4.96066	26.4673	7.11298	78.4077	0.300000
199	17	21.56	4.1434	26.4673	8.78894	78.5333	0.300000
199	18	22.74	3.64096	26.4673	9.93459	78.6132	0.300000
199	19	23.49	3.36612	26.4673	10.7334	78.6636	0.300000
199	20	23.08	2.55151	26.4673	10.2568	78.6361	0.300000
199	21	23.63	2.6106	26.4673	10.9269	78.673	0.300000
199	22	24.37	3.13565	26.4673	11.8815	78.7226	0.300000
199	23	24.71	3.25635	26.4673	12.303	78.7452	0.300000
199	24	24.76	3.12497	26.4673	12.3346	78.7486	0.300000
200	1	24.46	3.01215	26.5986	11.9937	78.7286	0.300000
200	2	22.93	4.7308	26.5986	10.9515	78.626	0.300000
200	3	21.21	7.79156	26.5986	10.11	78.5095	0.300000
200	4	18.6	8.61136	26.5986	7.71829	78.3306	0.010000
200	5	16.6	8.40475	26.5986	5.58207	78.1915	0.010000
200	6	15.63	7.47623	26.5986	4.21427	78.1235	0.010000
200	7	14.79	6.73276	26.5986	3.03269	78.0642	0.010000
200	8	12.44	7.80899	26.5986	0.949069	77.8969	0.010000
200	9	11.62	7.19287	26.5986	-0.143528	77.8379	0.010000
200	10	10.9	6.43637	26.5986	-1.14983	77.7859	0.010000
200	11	10.25	5.63995	26.5986	-2.06195	77.7388	0.010000
200	12	9.56	5.09921	26.5986	-2.89781	77.6885	0.010000
200	13	9.21	4.46625	26.5986	-3.39139	77.6629	0.300000
200	14	10.71	5.01187	26.5986	-1.74094	77.7722	0.300000
200	15	15.37	6.23621	26.5986	3.18218	78.1052	0.300000
200	16	20.2	5.25909	26.5986	7.66126	78.4406	0.300000
200	17	22.98	1.18332	26.5986	9.32476	78.6293	0.300000
200	18	24.47	0.652557	26.5986	10.7668	78.7292	0.300000
200	19	25.61	0.0861511	26.5986	11.8663	78.8051	0.300000
200	20	26.21	-1.63141	26.5986	12.1424	78.8448	0.300000
200	21	26.63	-1.95358	26.5986	12.5905	78.8725	0.300000
200	22	26.98	-2.08325	26.5986	12.9911	78.8955	0.300000
200	23	27.07	-2.05679	26.5986	13.1458	78.9015	0.300000
200	24	26.75	-1.99261	26.5986	12.8766	78.8804	0.300000
201	1	26.55	-1.8382	26.7232	12.7031	78.8672	0.300000
201	2	25.82	0.922058	26.7232	12.6639	78.819	0.300000
201	3	23.81	4.87622	26.7232	11.746	78.6851	0.300000
201	4	20.37	4.70203	26.7232	8.25959	78.4522	0.010000
201	5	17.26	5.15359	26.7232	5.25346	78.2376	0.010000
201	6	15.31	5.20554	26.7232	3.23998	78.1009	0.010000
201	7	14.03	4.90012	26.7232	1.7704	78.0104	0.010000
201	8	14.31	3.12296	26.7232	1.4008	78.0303	0.010000
201	9	13.57	2.64859	26.7232	0.439734	77.9777	0.010000
201	10	12.67	2.45181	26.7232	-0.569274	77.9134	0.010000
201	11	11.79	2.48294	26.7232	-1.46224	77.8502	0.010000
201	12	11.02	2.60159	26.7232	-2.18746	77.7946	0.010000
201	13	10.26	2.79681	26.7232	-2.84263	77.7395	0.300000
201	14	11.37	4.08499	26.7232	-1.36754	77.8199	0.300000
201	15	16.23	5.39346	26.7232	3.76267	78.1656	0.300000
201	16	21.25	2.50906	26.7232	7.88444	78.5123	0.300000
201	17	23.53	-0.00994873	26.7232	9.53208	78.6663	0.300000
201	18	25.16	-0.402679	26.7232	11.1472	78.7752	0.300000
201	19	26.48	-0.64566	26.7232	12.5064	78.8626	0.300000
201	20	27.2	-0.860962	26.7232	13.2885	78.91	0.300000
201	21	28.03	-1.08621	26.7232	14.153	78.9644	0.300000
201	22	28.56	-1.13	26.7232	14.7479	78.999	0.300000
201	23	28.92	-0.983521	26.7232	15.1929	79.0224	0.300000
201	24	28.75	-0.927216	26.7232	15.0658	79.0114	0.300000
202	1	28.06	-0.692291	26.8411	14.4448	78.9664	0.300000
202	2	26.48	2.68997	26.8411	13.7849	78.8626	0.300000
202	3	24.02	5.83273	26.8411	12.2303	78.6992	0.300000
202	4	21.59	7.45508	26.8411	10.2516	78.5354	0.010000
202	5	19.82	8.1301	26.8411	8.60711	78.4146	0.010000
202	6	18.61	7.55258	26.8411	7.1109	78.3313	0.010000
202	7	17.45	6.80548	26.8411	5.61591	78.2508	0.010000
202	8	16.77	3.81241	26.8411	3.95224	78.2034	0.010000
202	9	15.73	3.73221	26.8411	2.8092	78.1305	0.010000
202	10	15.07	3.61069	26.8411	2.04827	78.084	0.010000
202	11	14.57	3.4537	26.8411	1.46621	78.0487	0.010000
202	12	14.32	3.22266	26.8411	1.14252	78.031	0.010000
202	13	13.76	3.37924	26.8411	0.669368	77.9912	0.300000
202	14	14.27	4.85706	26.8411	1.63252	78.0274	0.300000
202	15	18.26	5.84329	26.8411	5.84493	78.307	0.300000
202	16	22.17	3.41373	26.8411	9.02056	78.5747	0.300000
202	17	24.15	2.42456	26.8411	10.7874	78.7079	0.300000
202	18	25.45	1.98166	26.8411	12.0688	78.7945	0.300000
202	19	26.54	1.56302	26.8411	13.1572	78.8666	0.300000
202	20	27.29	-0.227386	26.8411	13.5412	78.9159	0.300000
202	21	27.75	-1.5025	26.8411	13.7775	78.9461	0.300000
202	22	28.32	-3.00943	26.8411	14.0418	78.9833	0.300000
202	23	28.32	-3.84219	26.8411	13.9003	78.9833	0.300000
202	24	27.77	-3.83276	26.8411	13.3981	78.9474	0.300000
203	1	27.08	-3.63495	26.9523	12.7651	78.9021	0.300000
203	2	26.16	-2.42932	26.9523	12.1196	78.8415	0.300000
203	3	24.41	-0.156921	26.9523	10.9273	78.7252	0.300000
203	4	21.85	1.40414	26.9523	8.76193	78.553	0.010000
203	5	19.64	1.45642	26.9523	6.5109	78.4022	0.010000
203	6	18.14	1.26694	26.9523	4.86706	78.2987	0.010000
203	7	17.04	0.9888	26.9523	3.58469	78.2223	0.010000
203	8	15.46	5.54227	26.9523	3.18782	78.1115	0.010000
203	9	13.92	6.30167	26.9523	1.80706	78.0026	0.010000
203	10	12.63	7.37192	26.9523	0.7897	77.9105	0.010000
203	11	12.37	6.47687	26.9523	0.217274	77.8919	0.010000
203	12	12.1	5.95761	26.9523	-0.213245	77.8725	0.010000
203	13	11.82	5.52499	26.9523	-0.587069	77.8523	0.300000
203	14	12.13	6.54523	26.9523	0.0645903	77.8746	0.300000
203	15	16.69	6.43311	26.9523	4.50972	78.1978	0.300000
203	16	21.01	4.31537	26.9523	8.16521	78.4959	0.300000
203	17	24.74	0.677399	26.9523	10.8732	78.7472	0.300000
203	18	27.16	-2.46164	26.9523	12.5299	78.9074	0.300000
203	19	28.46	-4.31317	26.9523	13.4777	78.9925	0.300000
203	20	28.42	-4.58447	26.9523	13.5261	78.9899	0.300000
203	21	29.05	-4.64069	26.9523	14.2441	79.0309	0.300000
203	22	29.36	-4.77902	26.9523	14.6071	79.051	0.300000
203	23	29.42	-4.79666	26.9523	14.723	79.0549	0.300000
203	24	29.09	-4.29773	26.9523	14.5479	79.0335	0.300000
204	1	28.59	-2.90121	27.0566	14.3891	79.0009	0.300000
204	2	27.4	0.403625	27.0566	14.0405	78.9231	0.300000
204	3	24.92	3.92169	27.0566	12.5381	78.7592	0.300000
204	4	22.61	4.70605	27.0566	10.4168	78.6044	0.010000
204	5	20.83	5.15463	27.0566	8.68972	78.4837	0.010000
204	6	19.66	5.15225	27.0566	7.40908	78.4036	0.010000
204	7	18.99	5.02515	27.0566	6.57392	78.3575	0.010000
204	8	17.77	9.43289	27.0566	6.58751	78.2731	0.010000
204	9	16.9	10.4381	27.0566	5.94463	78.2125	0.010000
204	10	16.13	10.8917	27.0566	5.25351	78.1586	0.010000
204	11	15.47	10.9031	27.0566	4.56168	78.1122	0.010000
204	12	14.85	10.6111	27.0566	3.84992	78.0685	0.010000
204	13	14.23	10.146	27.0566	3.12389	78.0246	0.300000
204	14	15.11	9.7822	27.0566	3.91664	78.0868	0.300000
204	15	18.61	9.10907	27.0566	7.17502	78.3313	0.300000
204	16	22.92	7.00653	27.0566	10.8005	78.6253	0.300000
204	17	26.63	3.34241	27.0566	13.4264	78.8725	0.300000
204	18	28.93	0.156342	27.0566	14.9039	79.0231	0.300000
204	19	30.29	-2.62183	27.0566	15.6416	79.1112	0.300000
204	20	28.4	5.39285	27.0566	16.1942	78.9886	0.300000
204	21	29.6	3.22678	27.0566	16.8398	79.0666	0.300000
204	22	29.25	3.58026	27.0566	16.7028	79.0439	0.300000
204	23	28.59	6.50537	27.0566	16.9977	79.0009	0.300000
204	24	28.67	6.4545	27.0566	17.08	79.0062	0.300000
205	1	27.8	6.09106	27.1542	16.1093	78.9493	0.300000
205	2	26.48	6.78262	27.1542	14.9853	78.8626	0.300000
205	3	24.62	7.91653	27.1542	13.4428	78.7392	0.300000
205	4	22.42	8.02179	27.1542	11.2269	78.5916	0.010000
205	5	20.96	8.01318	27.1542	9.67169	78.4925	0.010000
205	6	19.77	7.8779	27.1542	8.32891	78.4111	0.010000
205	7	18.8	7.3764	27.1542	7.08814	78.3444	0.010000
205	8	18.03	5.4675	27.1542	5.63653	78.2911	0.010000
205	9	17.55	4.1268	27.1542	4.66642	78.2578	0.010000
205	10	17.27	3.02921	27.1542	3.99493	78.2383	0.010000
205	11	17.21	2.46973	27.1542	3.72327	78.2341	0.010000
205	12	17.01	2.28952	27.1542	3.46207	78.2202	0.010000
205	13	16.42	2.44257	27.1542	2.95949	78.1789	0.010000
205	14	17.37	3.30292	27.1542	4.16698	78.2453	0.300000
205	15	21.28	3.1832	27.1542	7.9766	78.5143	0.300000
205	16	24.44	2.76196	27.1542	11.0129	78.7272	0.300000
205	17	26.43	3.42816	27.1542	13.2591	78.8593	0.300000
205	18	27.94	3.06223	27.1542	14.7624	78.9585	0.300000
205	19	28.92	2.8139	27.1542	15.7918	79.0224	0.300000
205	20	28.53	-0.262115	27.1542	14.7198	78.997	0.300000
205	21	26.89	3.49872	27.1542	14.3118	78.8896	0.300000
205	22	26.91	4.46127	27.1542	14.7063	78.8909	0.300000
205	23	26.92	3.71796	27.1542	14.5613	78.8916	0.300000
205	24	26.64	3.38315	27.1542	14.2167	78.8732	0.300000
206	1	26.6	3.98068	27.2449	14.3289	78.8705	0.300000
206	2	26.04	4.37213	27.2449	13.8426	78.8335	0.300000
206	3	24.17	5.19177	27.2449	12.1852	78.7092	0.300000
206	4	22.66	5.93442	27.2449	10.8257	78.6078	0.010000
206	5	21	6.88367	27.2449	9.36611	78.4952	0.010000
206	6	19.35	7.13754	27.2449	7.69878	78.3823	0.010000
206	7	18.45	6.8201	27.2449	6.58334	78.3202	0.010000
206	8	17.48	6.62607	27.2449	5.4492	78.2529	0.010000
206	9	16.73	6.95053	27.2449	4.70235	78.2006	0.010000
206	10	15.73	7.27927	27.2449	3.7453	78.1305	0.010000
206	11	14.85	7.45984	27.2449	2.89427	78.0685	0.010000
206	12	14.45	7.4451	27.2449	2.48503	78.0402	0.010000
206	13	14.2	7.36905	27.2449	2.24155	78.0224	0.010000
206	14	15.05	7.75693	27.2449	3.23478	78.0826	0.300000
206	15	19.03	7.78897	27.2449	7.17064	78.3602	0.300000
206	16	22.63	6.3537	27.2449	10.3232	78.6058	0.300000
206	17	24.92	5.67395	27.2449	12.4675	78.7592	0.300000
206	18	26.69	4.36435	27.2449	13.9389	78.8764	0.300000
206	19	27.97	2.61826	27.2449	14.8241	78.9605	0.300000
206	20	28.14	-0.221466	27.2449	14.357	78.9716	0.300000
206	21	28.5	0.295105	27.2449	14.9682	78.9951	0.300000
206	22	28.87	0.510834	27.2449	15.4795	79.0192	0.300000
206	23	29.01	0.625793	27.2449	15.7067	79.0283	0.300000
206	24	28.82	0.776459	27.2449	15.5862	79.0159	0.300000
207	1	27.89	1.21375	27.3287	14.7915	78.9552	0.300000
207	2	26.96	1.51392	27.3287	13.9193	78.8942	0.300000
207	3	25.26	2.1445	27.3287	12.3635	78.7818	0.300000
207	4	22.86	3.28912	27.3287	10.2519	78.6213	0.010000
207	5	21.1	4.13501	27.3287	8.6552	78.5021	0.010000
207	6	19.89	4.59042	27.3287	7.46777	78.4194	0.010000
207	7	18.92	4.9798	27.3287	6.4935	78.3527	0.010000
207	8	17.1	6.84329	27.3287	5.14827	78.2264	0.010000
207	9	16.77	5.54736	27.3287	4.32626	78.2034	0.010000
207	10	16.14	5.48709	27.3287	3.60957	78.1593	0.010000
207	11	15.13	5.91779	27.3287	2.70607	78.0883	0.010000
207	12	13.98	6.33432	27.3287	1.7031	78.0068	0.010000
207	13	12.98	6.62308	27.3287	0.846619	77.9356	0.010000
207	14	13.42	7.58133	27.3287	1.61267	77.967	0.300000
207	15	17.62	7.48474	27.3287	5.72004	78.2626	0.300000
207	16	21.63	5.79013	27.3287	9.1926	78.5381	0.300000
207	17	24.3	1.8602	27.3287	10.7744	78.7179	0.300000
207	18	25.97	-0.0696411	27.3287	12.0102	78.8289	0.300000
207	19	27.33	-0.279205	27.3287	13.4165	78.9185	0.300000
207	20	28.15	-0.89505	27.3287	14.1892	78.9722	0.300000
207	21	28.65	-1.44904	27.3287	14.6528	79.0048	0.300000
207	22	28.78	-1.95212	27.3287	14.7473	79.0133	0.300000
207	23	29.04	-2.76041	27.3287	14.8547	79.0302	0.300000
207	24	29.01	-3.87628	27.3287	14.573	79.0283	0.300000
208	1	28.81	-5.14767	27.4056	14.0578	79.0153	0.300000
208	2	27.74	-5.00418	27.4056	13.0071	78.9454	0.300000
208	3	24.83	0.923431	27.4056	11.6172	78.7532	0.300000
208	4	21.46	4.90872	27.4056	9.36856	78.5265	0.010000
208	5	19.44	7.60596	27.4056	8.08011	78.3885	0.010000
208	6	18.19	8.9068	27.4056	7.12124	78.3022	0.010000
208	7	17.04	9.75519	27.4056	6.1245	78.2223	0.010000
208	8	15.68	10.3841	27.4056	4.86897	78.127	0.010000
208	9	14.82	10.6115	27.4056	3.99038	78.0664	0.010000
208	10	14.06	10.5824	27.4056	3.15531	78.0125	0.010000
208	11	13.44	10.5465	27.4056	2.48764	77.9684	0.300000
208	12	12.82	10.5129	27.4056	1.85881	77.9241	0.300000
208	13	12.24	10.4194	27.4056	1.28897	77.8825	0.300000
208	14	12.51	10.7532	27.4056	1.71221	77.9019	0.300000
208	15	14.78	10.9423	27.4056	4.05708	78.0635	0.300000
208	16	16.32	11.3676	27.4056	5.80235	78.1719	0.300000
208	17	18.05	11.4338	27.4056	7.63763	78.2925	0.300000
208	18	20.42	10.747	27.4056	9.85995	78.4557	0.300000
208	19	22	10.123	27.4056	11.34	78.5632	0.300000
208	20	22.94	8.54837	27.4056	11.8929	78.6267	0.300000
208	21	21.89	9.94153	27.4056	11.4393	78.5557	0.300000
208	22	22.55	10.9948	27.4056	12.511	78.6004	0.300000
208	23	21.73	11.399	27.4056	11.9056	78.5449	0.300000
208	24	20.36	12.1851	27.4056	10.8528	78.4516	0.300000
209	1	18.37	12.7488	27.4756	9.08536	78.3147	0.300000
209	2	17.89	13.5013	27.4756	8.81082	78.2814	0.300000
209	3	17.37	13.3652	27.4756	8.16908	78.2453	0.300000
209	4	15.99	13.4084	27.4756	6.72406	78.1488	0.300000
209	5	15.49	13.4291	27.4756	6.10776	78.1136	0.300000
209	6	15	13.5	27.4756	5.50806	78.0791	0.300000
209	7	14.34	13.5578	27.4756	4.73935	78.0324	0.300000
209	8	14.7	11.7173	27.4756	4.34777	78.0579	0.300000
209	9	13.96	11.8432	27.4756	3.55356	78.0054	0.300000
209	10	13.05	11.9221	27.4756	2.60773	77.9406	0.300000
209	11	12.74	11.7193	27.4756	2.18543	77.9184	0.300000
209	12	12.34	11.6474	27.4756	1.75611	77.8897	0.300000
209	13	11.17	10.8758	27.4756	0.399429	77.8055	0.300000
209	14	12.08	11.4278	27.4756	1.51101	77.871	0.300000
209	15	14.93	12.1517	27.4756	4.59236	78.0741	0.300000
209	16	17.2	11.7633	27.4756	6.78225	78.2334	0.300000
209	17	19.37	11.224	27.4756	8.84705	78.3837	0.300000
209	18	21.09	10.2423	27.4756	10.3456	78.5014	0.300000
209	19	22.7	8.60815	27.4756	11.5366	78.6105	0.300000
209	20	24	9.86072	27.4756	13.3337	78.6978	0.300000
209	21	21.19	10.8088	27.4756	11.0393	78.5082	0.300000
209	22	21.38	12.6535	27.4756	11.9208	78.5211	0.300000
209	23	21.7	11.4147	27.4756	11.8817	78.5428	0.300000
209	24	22.5	10.98	27.4756	12.5363	78.597	0.300000
210	1	20.19	11.546	27.5387	10.4591	78.4399	0.300000
210	2	19.34	12.9198	27.5387	10.0271	78.3816	0.300000
