#day	hour	Tout	Td	Tg	Tsky	Pa	g_vs_ab
16	23	1.97	-7.78918	-18.3005	-12.1138	77.1213	0.300000
16	24	1.2	-8.31998	-18.3005	-12.9317	77.0622	0.300000
17	1	0.25	-9.10104	-18.4352	-14.0053	76.989	0.010000
17	2	-0.36	-9.4646	-18.4352	-14.7113	76.9417	0.010000
17	3	-0.67	-9.36533	-18.4352	-15.0788	76.9176	0.010000
17	4	-0.83	-8.83914	-18.4352	-15.2506	76.9051	0.010000
17	5	-1.41	-8.28958	-18.4352	-15.8351	76.8599	0.010000
17	6	-2.09	-7.68207	-18.4352	-16.5112	76.8066	0.010000
17	7	-2.64	-7.15234	-18.4352	-17.0769	76.7634	0.010000
17	8	-2.37	-6.97433	-18.4352	-16.9221	76.7846	0.010000
17	9	-3.37	-7.88565	-18.4352	-18.1711	76.7057	0.010000
17	10	-4.08	-8.14148	-18.4352	-18.9854	76.6494	0.010000
17	11	-4.28	-8.04715	-18.4352	-19.2139	76.6335	0.010000
17	12	-4.21	-7.84985	-18.4352	-19.1285	76.6391	0.010000
17	13	-4.43	-7.9191	-18.4352	-19.3313	76.6216	0.010000
17	14	-4.86	-8.35492	-18.4352	-19.7665	76.5872	0.010000
17	15	-5.48	-9.23102	-18.4352	-20.4297	76.5376	0.010000
17	16	-5.98	-10.0459	-18.4352	-20.9355	76.4974	0.300000
17	17	-5.62	-10.2243	-18.4352	-20.4892	76.5264	0.300000
17	18	-4.54	-9.74301	-18.4352	-19.2301	76.6128	0.300000
17	19	-3.33	-9.6391	-18.4352	-17.9145	76.7089	0.300000
17	20	-1.61	-8.52307	-18.4352	-15.9324	76.8443	0.300000
17	21	-1.03	-8.69009	-18.4352	-15.294	76.8896	0.300000
17	22	-0.75	-8.95383	-18.4352	-14.9867	76.9114	0.300000
17	23	-0.88	-9.19611	-18.4352	-15.0988	76.9013	0.300000
17	24	-1.61	-9.69177	-18.4352	-15.8661	76.8443	0.300000
18	1	-2.95	-10.9066	-18.5631	-17.3783	76.7389	0.010000
18	2	-4.23	-12.1241	-18.5631	-18.8603	76.6375	0.010000
18	3	-5.28	-13.1595	-18.5631	-20.1173	76.5536	0.010000
18	4	-5.88	-14.0146	-18.5631	-20.9392	76.5055	0.010000
18	5	-5.93	-14.3936	-18.5631	-21.1823	76.5015	0.010000
18	6	-5.23	-14.3416	-18.5631	-20.6593	76.5576	0.010000
18	7	-3.92	-13.8913	-18.5631	-19.4975	76.6621	0.010000
18	8	-2.53	-13.3854	-18.5631	-18.2404	76.772	0.010000
18	9	-2.13	-12.8592	-18.5631	-17.8955	76.8035	0.010000
18	10	-2.05	-12.3638	-18.5631	-17.829	76.8098	0.010000
18	11	-1.94	-11.8525	-18.5631	-17.6954	76.8184	0.010000
18	12	-1.5	-10.6187	-18.5631	-17.0808	76.8529	0.010000
18	13	-1.13	-8.44388	-18.5631	-16.3031	76.8818	0.010000
18	14	-1.07	-6.93555	-18.5631	-15.8891	76.8864	0.010000
18	15	-0.94	-6.3804	-18.5631	-15.5606	76.8966	0.010000
18	16	-0.53	-5.85849	-18.5631	-14.9435	76.9285	0.300000
18	17	0.43	-4.99512	-18.5631	-13.7083	77.0029	0.300000
18	18	1.71	-3.98743	-18.5631	-12.1201	77.1014	0.300000
18	19	2.75	-3.26913	-18.5631	-10.8185	77.1808	0.300000
18	20	3.61	-2.77515	-18.5631	-9.74606	77.2461	0.300000
18	21	3.96	-2.31265	-18.5631	-9.18596	77.2726	0.300000
18	22	4.07	-2.12244	-18.5631	-8.94548	77.2809	0.300000
18	23	3.9	-2.27435	-18.5631	-9.08631	77.2681	0.300000
18	24	3.4	-2.64722	-18.5631	-9.63127	77.2302	0.300000
19	1	2.56	-3.25433	-18.6844	-10.5921	77.1663	0.010000
19	2	1.96	-3.68671	-18.6844	-11.3194	77.1205	0.010000
19	3	1.56	-3.99988	-18.6844	-11.8615	77.0899	0.010000
19	4	1.25	-4.29745	-18.6844	-12.341	77.0661	0.010000
19	5	0.97	-4.52621	-18.6844	-12.7959	77.0445	0.010000
19	6	0.75	-4.69763	-18.6844	-13.191	77.0276	0.010000
19	7	0.7	-4.81546	-18.6844	-13.4124	77.0237	0.010000
19	8	0.62	-5.17462	-18.6844	-13.7044	77.0176	0.010000
19	9	0.65	-5.17645	-18.6844	-13.7954	77.0199	0.010000
19	10	0.63	-5.08377	-18.6844	-13.8861	77.0183	0.010000
19	11	0.59	-5.01123	-18.6844	-13.9661	77.0152	0.010000
19	12	0.51	-4.96796	-18.6844	-14.0524	77.0091	0.010000
19	13	0.4	-4.8367	-18.6844	-14.109	77.0006	0.010000
19	14	0.08	-4.71133	-18.6844	-14.3287	76.9758	0.010000
19	15	-0.34	-4.68787	-18.6844	-14.6321	76.9432	0.010000
19	16	-0.52	-4.49957	-18.6844	-14.644	76.9293	0.300000
19	17	-0.15	-4.24844	-18.6844	-14.099	76.958	0.300000
19	18	0.71	-3.82004	-18.6844	-13.0369	77.0245	0.300000
19	19	1.37	-3.91342	-18.6844	-12.2799	77.0753	0.300000
19	20	1.54	-5.17996	-18.6844	-12.2549	77.0883	0.300000
19	21	1.71	-5.97452	-18.6844	-12.1418	77.1014	0.300000
19	22	1.69	-6.39401	-18.6844	-12.1566	77.0998	0.300000
19	23	1.3	-6.37354	-18.6844	-12.4671	77.0699	0.300000
19	24	0.32	-6.91306	-18.6844	-13.4922	76.9944	0.300000
20	1	-1.07	-7.51569	-18.7989	-14.9569	76.8864	0.010000
20	2	-1.89	-7.84225	-18.7989	-15.859	76.8223	0.010000
20	3	-2.78	-8.40329	-18.7989	-16.905	76.7523	0.010000
20	4	-3.47	-9.01566	-18.7989	-17.7948	76.6978	0.010000
20	5	-4.2	-9.6283	-18.7989	-18.7391	76.6399	0.010000
20	6	-4.94	-10.2616	-18.7989	-19.7037	76.5809	0.010000
20	7	-5.67	-11.0013	-18.7989	-20.6742	76.5224	0.010000
20	8	-6.43	-11.5137	-18.7989	-21.6202	76.4612	0.010000
20	9	-7.46	-12.6078	-18.7989	-22.8967	76.3778	0.010000
20	10	-8.24	-13.3206	-18.7989	-23.8402	76.3142	0.010000
20	11	-8.79	-13.7298	-18.7989	-24.4816	76.2692	0.010000
20	12	-9.41	-14.0552	-18.7989	-25.1374	76.2183	0.010000
20	13	-10.01	-14.2992	-18.7989	-25.7224	76.1688	0.010000
20	14	-10.62	-14.4879	-18.7989	-26.2709	76.1184	0.010000
20	15	-11.34	-14.9132	-18.7989	-26.9253	76.0585	0.010000
20	16	-11.7	-15.125	-18.7989	-27.1803	76.0285	0.300000
20	17	-10.19	-13.8359	-18.7989	-25.4226	76.154	0.300000
20	18	-7	-11.6932	-18.7989	-21.9075	76.4151	0.300000
20	19	-5.08	-10.7461	-18.7989	-19.7757	76.5697	0.300000
20	20	-4.07	-11.0757	-18.7989	-18.7373	76.6502	0.300000
20	21	-3.74	-11.3523	-18.7989	-18.354	76.6764	0.300000
20	22	-3.77	-11.29	-18.7989	-18.2813	76.674	0.300000
20	23	-4.23	-11.087	-18.7989	-18.6267	76.6375	0.300000
20	24	-5.23	-11.0282	-18.7989	-19.5479	76.5576	0.300000
21	1	-7.32	-11.8305	-18.9067	-21.6901	76.3891	0.010000
21	2	-9.19	-12.9054	-18.9067	-23.6978	76.2364	0.010000
21	3	-10.99	-14.1035	-18.9067	-25.6808	76.0876	0.010000
21	4	-13.11	-15.7272	-18.9067	-28.0426	75.9102	0.300000
21	5	-14.41	-16.8225	-18.9067	-29.5572	75.8001	0.300000
21	6	-15.15	-17.3082	-18.9067	-30.4646	75.737	0.300000
21	7	-15.76	-17.8721	-18.9067	-31.2572	75.6848	0.300000
21	8	-14.23	-17.5261	-18.9067	-29.9023	75.8154	0.010000
21	9	-15.68	-18.3503	-18.9067	-31.4911	75.6917	0.300000
21	10	-17.73	-19.7748	-18.9067	-33.6828	75.5147	0.300000
21	11	-19.24	-21.0125	-18.9067	-35.298	75.3828	0.300000
21	12	-20.14	-21.9544	-18.9067	-36.2622	75.3035	0.300000
21	13	-20.43	-22.9241	-18.9067	-36.6117	75.2778	0.300000
21	14	-20.69	-23.3664	-18.9067	-36.8428	75.2548	0.010000
21	15	-20.91	-23.7202	-18.9067	-36.9947	75.2353	0.010000
21	16	-20.26	-23.36	-18.9067	-36.2363	75.2929	0.300000
21	17	-16.06	-20.9712	-18.9067	-31.9061	75.659	0.300000
21	18	-12.58	-18.2476	-18.9067	-28.1575	75.9548	0.300000
21	19	-9.68	-15.6003	-18.9067	-24.9122	76.1961	0.300000
21	20	-8.21	-14.3356	-18.9067	-23.1969	76.3167	0.300000
21	21	-7.9	-14.5212	-18.9067	-22.8144	76.342	0.300000
21	22	-7.84	-14.4851	-18.9067	-22.6624	76.3468	0.300000
21	23	-8.15	-14.3086	-18.9067	-22.8735	76.3216	0.300000
21	24	-9.03	-13.7155	-18.9067	-23.5984	76.2495	0.300000
22	1	-11.01	-14.2429	-19.0077	-25.5768	76.086	0.010000
22	2	-13.18	-15.8034	-19.0077	-27.9167	75.9042	0.300000
22	3	-15.53	-17.8267	-19.0077	-30.5001	75.7045	0.300000
22	4	-17.28	-19.3037	-19.0077	-32.4497	75.5537	0.300000
22	5	-19.19	-20.7801	-19.0077	-34.5525	75.3871	0.300000
22	6	-21.24	-22.891	-19.0077	-36.8416	75.206	0.300000
22	7	-22.82	-24.5165	-19.0077	-38.6167	75.0646	0.300000
22	8	-23.86	-25.4574	-19.0077	-39.8033	74.9707	0.300000
22	9	-24.48	-25.9789	-19.0077	-40.539	74.9144	0.300000
22	10	-24.85	-26.3831	-19.0077	-41.003	74.8807	0.300000
22	11	-25.51	-27.0285	-19.0077	-41.723	74.8204	0.300000
22	12	-26.33	-28.0247	-19.0077	-42.577	74.745	0.300000
22	13	-26.99	-28.9686	-19.0077	-43.2346	74.6841	0.300000
22	14	-27.38	-29.5377	-19.0077	-43.5782	74.6479	0.300000
22	15	-27.72	-30.0325	-19.0077	-43.8375	74.6164	0.300000
22	16	-27.26	-29.9243	-19.0077	-43.2886	74.6591	0.300000
22	17	-23.09	-26.9981	-19.0077	-39.0619	75.0403	0.300000
22	18	-17.57	-22.2676	-19.0077	-33.3213	75.5286	0.300000
22	19	-10.66	-17.1458	-19.0077	-26.0541	76.115	0.300000
22	20	-7	-16.0435	-19.0077	-22.3023	76.4151	0.300000
22	21	-5.04	-15.4609	-19.0077	-20.2437	76.5729	0.300000
22	22	-4.07	-14.6632	-19.0077	-19.1142	76.6502	0.300000
22	23	-3.95	-13.9326	-19.0077	-18.8306	76.6597	0.300000
22	24	-4.85	-13.8737	-19.0077	-19.656	76.588	0.300000
23	1	-7.52	-15.1123	-19.1018	-22.3962	76.3729	0.010000
23	2	-10.87	-16.8353	-19.1018	-25.8704	76.0976	0.010000
23	3	-13.45	-18.3257	-19.1018	-28.5951	75.8815	0.010000
23	4	-15.28	-19.535	-19.1018	-30.5867	75.7259	0.010000
23	5	-16.43	-20.4892	-19.1018	-31.9152	75.6272	0.010000
23	6	-17.17	-21.1895	-19.1018	-32.8328	75.5633	0.010000
23	7	-17.71	-21.6474	-19.1018	-33.5333	75.5164	0.010000
23	8	-17.76	-21.8351	-19.1018	-33.7333	75.5121	0.010000
23	9	-18.05	-22.0422	-19.1018	-34.1423	75.4868	0.010000
23	10	-18.33	-22.2403	-19.1018	-34.514	75.4624	0.010000
23	11	-18.67	-22.4733	-19.1018	-34.9125	75.4327	0.010000
23	12	-18.94	-22.6396	-19.1018	-35.2017	75.4091	0.010000
23	13	-19.28	-22.875	-19.1018	-35.5254	75.3792	0.010000
23	14	-19.15	-22.6937	-19.1018	-35.3303	75.3907	0.010000
23	15	-18.52	-22.1206	-19.1018	-34.5927	75.4458	0.010000
23	16	-17.45	-21.0251	-19.1018	-33.3559	75.539	0.300000
23	17	-14.01	-17.7711	-19.1018	-29.5918	75.8341	0.300000
23	18	-8.51	-13.599	-19.1018	-23.6494	76.2922	0.300000
23	19	-4.26	-11.0298	-19.1018	-19.047	76.6351	0.300000
23	20	-2.01	-10.1511	-19.1018	-16.616	76.8129	0.300000
23	21	-1.33	-9.18152	-19.1018	-15.6723	76.8661	0.300000
23	22	-1.1	-8.77924	-19.1018	-15.2868	76.8841	0.300000
23	23	-1.34	-8.44241	-19.1018	-15.3941	76.8654	0.300000
23	24	-2.21	-8.21964	-19.1018	-16.1607	76.7972	0.300000
24	1	-3.2	-8.41605	-19.1891	-17.1606	76.7192	0.010000
24	2	-4.54	-9.19958	-19.1891	-18.6397	76.6128	0.010000
24	3	-5.88	-10.1075	-19.1891	-20.169	76.5055	0.010000
24	4	-6.69	-10.5872	-19.1891	-21.1404	76.4402	0.010000
24	5	-7.94	-11.5556	-19.1891	-22.6298	76.3387	0.010000
24	6	-9.49	-12.7602	-19.1891	-24.4442	76.2117	0.010000
24	7	-11.11	-14.0392	-19.1891	-26.3245	76.0776	0.010000
24	8	-11.99	-14.9152	-19.1891	-27.4235	76.0042	0.010000
24	9	-13.08	-15.8731	-19.1891	-28.7077	75.9127	0.010000
24	10	-13.91	-16.5867	-19.1891	-29.6793	75.8425	0.300000
24	11	-13.82	-16.5592	-19.1891	-29.6465	75.8502	0.300000
24	12	-12.53	-15.6151	-19.1891	-28.316	75.959	0.010000
24	13	-11.92	-15.3312	-19.1891	-27.68	76.0101	0.010000
24	14	-10.77	-15	-19.1891	-26.4893	76.1059	0.010000
24	15	-8.8	-14.1213	-19.1891	-24.4051	76.2684	0.010000
24	16	-6.96	-13.1125	-19.1891	-22.388	76.4183	0.300000
24	17	-4.55	-11.4986	-19.1891	-19.6988	76.612	0.300000
24	18	-2.33	-9.55807	-19.1891	-17.0976	76.7878	0.300000
24	19	-0.69	-8.03848	-19.1891	-15.1015	76.916	0.300000
24	20	0.3	-7.02206	-19.1891	-13.8193	76.9928	0.300000
24	21	0.89	-6.23831	-19.1891	-12.9785	77.0384	0.300000
24	22	0.74	-5.56754	-19.1891	-12.891	77.0268	0.300000
24	23	0.18	-5.23532	-19.1891	-13.2986	76.9836	0.300000
24	24	-0.58	-5.8576	-19.1891	-14.135	76.9246	0.300000
25	1	-1.22	-6.25098	-19.2694	-14.8459	76.8747	0.010000
25	2	-1.76	-6.20016	-19.2694	-15.4073	76.8325	0.010000
25	3	-2.14	-6.17047	-19.2694	-15.8536	76.8027	0.010000
25	4	-2.16	-5.88135	-19.2694	-15.9305	76.8011	0.010000
25	5	-2.34	-5.75464	-19.2694	-16.2124	76.787	0.010000
25	6	-2.34	-5.55966	-19.2694	-16.3186	76.787	0.010000
25	7	-2.35	-5.46039	-19.2694	-16.4543	76.7862	0.010000
25	8	-2.45	-5.27682	-19.2694	-16.648	76.7783	0.300000
25	9	-2.58	-5.46152	-19.2694	-16.9285	76.7681	0.300000
25	10	-2.82	-5.66367	-19.2694	-17.2896	76.7492	0.300000
25	11	-2.75	-5.60333	-19.2694	-17.2674	76.7547	0.300000
25	12	-2.86	-5.67828	-19.2694	-17.4071	76.746	0.300000
25	13	-2.84	-5.69144	-19.2694	-17.3714	76.7476	0.300000
25	14	-2.87	-5.76999	-19.2694	-17.3594	76.7452	0.300000
25	15	-2.84	-5.7818	-19.2694	-17.2428	76.7476	0.300000
25	16	-2.24	-5.36124	-19.2694	-16.4659	76.7948	0.300000
25	17	-1.32	-4.65747	-19.2694	-15.3026	76.8669	0.300000
25	18	-0.05	-3.7056	-19.2694	-13.7365	76.9657	0.300000
25	19	1.05	-3.04785	-19.2694	-12.3919	77.0507	0.300000
25	20	2.25	-2.46365	-19.2694	-10.9745	77.1427	0.300000
25	21	3.09	-2.25919	-19.2694	-10.0058	77.2067	0.300000
25	22	3.45	-2.58887	-19.2694	-9.64662	77.234	0.300000
25	23	3.31	-2.58743	-19.2694	-9.72314	77.2234	0.300000
25	24	2.75	-2.91864	-19.2694	-10.3151	77.1808	0.300000
26	1	1.64	-3.49634	-19.3429	-11.526	77.096	0.010000
26	2	0.95	-3.98663	-19.3429	-12.3508	77.043	0.010000
26	3	0.4	-4.39294	-19.3429	-13.0552	77.0006	0.010000
26	4	0.03	-4.69333	-19.3429	-13.5912	76.9719	0.010000
26	5	-0.48	-5.12018	-19.3429	-14.3063	76.9324	0.010000
26	6	-1.09	-5.55191	-19.3429	-15.1264	76.8849	0.010000
26	7	-2	-6.25928	-19.3429	-16.2872	76.8137	0.010000
26	8	-1.94	-6.33768	-19.3429	-16.3839	76.8184	0.010000
26	9	-2.79	-7.03369	-19.3429	-17.4514	76.7516	0.010000
26	10	-3.53	-7.71487	-19.3429	-18.3803	76.6931	0.010000
26	11	-4.17	-8.30853	-19.3429	-19.1601	76.6423	0.010000
26	12	-4.63	-8.74564	-19.3429	-19.6993	76.6056	0.010000
26	13	-5.13	-9.1601	-19.3429	-20.232	76.5657	0.010000
26	14	-5.51	-9.47638	-19.3429	-20.594	76.5352	0.010000
26	15	-5.77	-9.71133	-19.3429	-20.7932	76.5143	0.010000
26	16	-5.5	-9.58041	-19.3429	-20.3955	76.536	0.300000
26	17	-2.84	-7.53033	-19.3429	-17.342	76.7476	0.300000
26	18	1.15	-4.51434	-19.3429	-12.7699	77.0584	0.300000
26	19	4.94	-2.51303	-19.3429	-8.55338	77.3464	0.300000
26	20	6.36	-1.69144	-19.3429	-6.86333	77.4526	0.300000
26	21	7.02	-1.24002	-19.3429	-6.00396	77.5017	0.300000
26	22	6.97	-0.637787	-19.3429	-5.81419	77.4979	0.300000
26	23	6.31	-0.275574	-19.3429	-6.30078	77.4489	0.300000
26	24	5.22	-0.518494	-19.3429	-7.38561	77.3674	0.300000
27	1	3.19	-1.23254	-19.4094	-9.52189	77.2143	0.300000
27	2	0.52	-2.54575	-19.4094	-12.4398	77.0098	0.010000
27	3	-2.06	-4.29108	-19.4094	-15.3823	76.809	0.300000
27	4	-3.74	-5.72702	-19.4094	-17.4049	76.6764	0.300000
27	5	-4.98	-6.7674	-19.4094	-18.9332	76.5777	0.300000
27	6	-5.78	-7.54181	-19.4094	-19.9929	76.5135	0.300000
27	7	-6.22	-8.11057	-19.4094	-20.6668	76.4781	0.300000
27	8	-6.27	-8.51694	-19.4094	-20.9278	76.4741	0.300000
27	9	-6.66	-9.03918	-19.4094	-21.5131	76.4426	0.300000
27	10	-6.97	-9.51471	-19.4094	-21.9849	76.4175	0.300000
27	11	-7.22	-9.94855	-19.4094	-22.3574	76.3972	0.300000
27	12	-7.31	-10.3323	-19.4094	-22.5309	76.3899	0.010000
27	13	-6.9	-10.6627	-19.4094	-22.182	76.4232	0.010000
27	14	-6.57	-10.9176	-19.4094	-21.8576	76.4499	0.010000
27	15	-6.63	-11.1187	-19.4094	-21.8592	76.445	0.010000
27	16	-6.45	-10.9989	-19.4094	-21.5501	76.4596	0.300000
27	17	-3.46	-8.71414	-19.4094	-18.1603	76.6986	0.300000
27	18	1.96	-4.83496	-19.4094	-12.0674	77.1205	0.300000
27	19	6.72	-2.11026	-19.4094	-6.75799	77.4794	0.300000
27	20	8.03	-1.79645	-19.4094	-5.2908	77.5763	0.300000
27	21	8.53	-1.76187	-19.4094	-4.68371	77.6131	0.300000
27	22	8.48	-1.41852	-19.4094	-4.55689	77.6094	0.300000
27	23	8.06	-1.52448	-19.4094	-4.92665	77.5785	0.300000
27	24	8.23	-2.21021	-19.4094	-4.90707	77.591	0.300000
28	1	5.66	-3.15524	-19.469	-7.60495	77.4004	0.300000
28	2	3.4	-4.13293	-19.469	-10.0421	77.2302	0.010000
28	3	2.26	-4.91629	-19.469	-11.3927	77.1435	0.010000
28	4	1.97	-5.10184	-19.469	-11.8281	77.1213	0.010000
28	5	1.86	-4.37161	-19.469	-11.9132	77.1129	0.010000
28	6	1.93	-3.43436	-19.469	-11.7869	77.1182	0.010000
28	7	1.92	-2.79196	-19.469	-11.799	77.1175	0.010000
28	8	1.99	-2.61047	-19.469	-11.8289	77.1228	0.010000
28	9	1.54	-2.69159	-19.469	-12.3956	77.0883	0.010000
28	10	1.14	-2.75247	-19.469	-12.882	77.0576	0.010000
28	11	0.82	-2.78824	-19.469	-13.2525	77.033	0.010000
28	12	0.75	-2.67285	-19.469	-13.3122	77.0276	0.010000
28	13	0.68	-2.53418	-19.469	-13.3275	77.0222	0.010000
28	14	0.32	-2.74973	-19.469	-13.6628	76.9944	0.010000
28	15	-0.08	-3.18307	-19.469	-14.0516	76.9634	0.010000
28	16	0.02	-3.3244	-19.469	-13.8698	76.9712	0.300000
28	17	1.22	-2.88287	-19.469	-12.4877	77.0638	0.300000
28	18	2.51	-2.70792	-19.469	-11.0682	77.1625	0.300000
28	19	3.56	-2.64169	-19.469	-9.90164	77.2423	0.300000
28	20	4.12	-2.66992	-19.469	-9.23442	77.2847	0.300000
28	21	3.8	-2.27502	-19.469	-9.33029	77.2605	0.300000
28	22	3.69	-2.1716	-19.469	-9.32058	77.2522	0.300000
28	23	3.15	-2.00293	-19.469	-9.7412	77.2112	0.300000
28	24	2.42	-1.71857	-19.469	-10.3545	77.1557	0.300000
29	1	1.31	-1.75632	-19.5217	-11.4455	77.0707	0.300000
29	2	0.44	-1.82422	-19.5217	-12.3507	77.0037	0.300000
29	3	0.04	-1.81467	-19.5217	-12.821	76.9727	0.300000
29	4	-0.05	-1.69455	-19.5217	-12.9962	76.9657	0.300000
29	5	-0.15	-1.55716	-19.5217	-13.1961	76.958	0.300000
29	6	-0.61	-1.64029	-19.5217	-13.8015	76.9223	0.300000
29	7	-1.48	-2.07172	-19.5217	-14.8788	76.8544	0.300000
29	8	-1.65	-2.36197	-19.5217	-15.2441	76.8411	0.300000
29	9	-1.95	-2.48315	-19.5217	-15.6752	76.8176	0.300000
29	10	-2.31	-2.99719	-19.5217	-16.225	76.7893	0.300000
29	11	-2.91	-4.23715	-19.5217	-17.1275	76.7421	0.300000
29	12	-3.28	-5.09003	-19.5217	-17.6823	76.7129	0.300000
29	13	-3.46	-5.87262	-19.5217	-17.9984	76.6986	0.300000
29	14	-3.4	-6.19083	-19.5217	-17.9502	76.7034	0.300000
29	15	-3.79	-6.41162	-19.5217	-18.2757	76.6724	0.300000
29	16	-3.94	-6.56671	-19.5217	-18.3322	76.6605	0.300000
29	17	-3.02	-6.76132	-19.5217	-17.3597	76.7334	0.300000
29	18	-2.3	-5.66452	-19.5217	-16.3024	76.7901	0.300000
29	19	0.44	-4.67142	-19.5217	-13.3329	77.0037	0.300000
29	20	0.86	-4.2865	-19.5217	-12.7109	77.0361	0.300000
29	21	1.59	-4.88416	-19.5217	-12.0253	77.0922	0.300000
29	22	2.05	-5.09308	-19.5217	-11.54	77.1274	0.300000
29	23	2.17	-5.27405	-19.5217	-11.4069	77.1366	0.300000
29	24	1.59	-4.6611	-19.5217	-11.8099	77.0922	0.300000
30	1	-0.26	-4.98285	-19.5673	-13.6652	76.9495	0.300000
30	2	-2.31	-5.7767	-19.5673	-15.8449	76.7893	0.010000
30	3	-3.7	-6.46848	-19.5673	-17.4014	76.6796	0.300000
30	4	-4.71	-7.12396	-19.5673	-18.6112	76.5992	0.300000
30	5	-5.19	-7.58755	-19.5673	-19.2948	76.5609	0.300000
30	6	-5.3	-7.88452	-19.5673	-19.6029	76.552	0.300000
30	7	-5.07	-7.86679	-19.5673	-19.5272	76.5705	0.300000
30	8	-5.59	-8.20062	-19.5673	-20.222	76.5288	0.300000
30	9	-5.88	-8.51663	-19.5673	-20.6749	76.5055	0.300000
30	10	-6.42	-9.04605	-19.5673	-21.3768	76.462	0.300000
30	11	-6.63	-9.38654	-19.5673	-21.6957	76.445	0.300000
30	12	-6.32	-9.42993	-19.5673	-21.4293	76.47	0.010000
30	13	-6.05	-9.47229	-19.5673	-21.1619	76.4918	0.010000
30	14	-6.76	-10.0813	-19.5673	-21.8889	76.4345	0.010000
30	15	-6.36	-9.98456	-19.5673	-21.4022	76.4668	0.010000
30	16	-5.26	-9.42709	-19.5673	-20.1396	76.5552	0.300000
30	17	-3.07	-8.29099	-19.5673	-17.7089	76.7295	0.300000
30	18	-0.79	-4.98691	-19.5673	-14.7209	76.9083	0.300000
30	19	2.35	-4.55212	-19.5673	-11.4852	77.1503	0.300000
30	20	2.46	-3.19687	-19.5673	-10.941	77.1587	0.300000
30	21	2.53	-2.60004	-19.5673	-10.6199	77.1641	0.300000
30	22	2.42	-2.31851	-19.5673	-10.5699	77.1557	0.300000
30	23	2.01	-2.11636	-19.5673	-10.8588	77.1243	0.300000
30	24	1.49	-1.92508	-19.5673	-11.293	77.0845	0.300000
31	1	0.48	-2.21671	-19.6059	-12.3464	77.0067	0.300000
31	2	-0.51	-3.01596	-19.6059	-13.5311	76.93	0.300000
31	3	-1.48	-4.01669	-19.6059	-14.7689	76.8544	0.300000
31	4	-2.98	-5.19604	-19.6059	-16.5696	76.7366	0.300000
31	5	-3.67	-6.31805	-19.6059	-17.5952	76.682	0.300000
31	6	-3.7	-6.66422	-19.6059	-17.8402	76.6796	0.010000
31	7	-2.98	-6.3024	-19.6059	-17.2284	76.7366	0.010000
31	8	-3.08	-6.24875	-19.6059	-17.4496	76.7287	0.010000
31	9	-3	-6.23767	-19.6059	-17.4892	76.735	0.010000
31	10	-3.21	-6.23447	-19.6059	-17.7787	76.7184	0.010000
31	11	-3.39	-6.22992	-19.6059	-18.0057	76.7042	0.300000
31	12	-3.65	-6.28235	-19.6059	-18.2829	76.6836	0.300000
31	13	-3.71	-6.32513	-19.6059	-18.3292	76.6788	0.300000
31	14	-3.73	-6.36081	-19.6059	-18.2987	76.6772	0.300000
31	15	-3.89	-6.40591	-19.6059	-18.3696	76.6645	0.300000
31	16	-3.89	-6.47766	-19.6059	-18.2666	76.6645	0.300000
31	17	1.66	-3.27689	-19.6059	-12.1574	77.0975	0.300000
31	18	0.72	-3.96075	-19.6059	-13.0585	77.0253	0.300000
31	19	-0.21	-4.6413	-19.6059	-13.9463	76.9533	0.300000
31	20	-1.14	-5.32623	-19.6059	-14.8421	76.881	0.300000
31	21	-2.07	-6.01895	-19.6059	-15.7557	76.8082	0.300000
31	22	-3.01	-6.72726	-19.6059	-16.706	76.7342	0.300000
31	23	-3.94	-7.42984	-19.6059	-17.6754	76.6605	0.300000
31	24	-4.87	-8.13968	-19.6059	-18.6795	76.5864	0.300000
32	1	-5.8	-8.85489	-19.6376	-19.719	76.5119	0.300000
32	2	-6.73	-9.57379	-19.6376	-20.7921	76.4369	0.300000
32	3	-7.67	-10.3092	-19.6376	-21.9065	76.3607	0.300000
32	4	-8.6	-11.0383	-19.6376	-23.0329	76.2848	0.300000
32	5	-9.53	-11.7738	-19.6376	-24.1751	76.2084	0.300000
32	6	-10.46	-12.514	-19.6376	-25.3235	76.1316	0.300000
32	7	-11.4	-13.2673	-19.6376	-26.4791	76.0535	0.300000
32	8	-12.33	-14.0168	-19.6376	-27.6101	75.9757	0.300000
32	9	-12.14	-13.5586	-19.6376	-27.4755	75.9917	0.300000
32	10	-12.99	-14.5038	-19.6376	-28.5122	75.9203	0.300000
32	11	-13.51	-15.1366	-19.6376	-29.1528	75.8764	0.300000
32	12	-14.06	-15.9053	-19.6376	-29.8011	75.8298	0.300000
32	13	-17.31	-19.0128	-19.6376	-33.2526	75.5511	0.300000
32	14	-18.54	-20.3981	-19.6376	-34.5165	75.4441	0.300000
32	15	-18.9	-20.8496	-19.6376	-34.8174	75.4126	0.300000
32	16	-18.57	-20.6084	-19.6376	-34.366	75.4415	0.300000
32	17	-14.68	-17.7923	-19.6376	-30.2272	75.7771	0.300000
32	18	-12.58	-16.8121	-19.6376	-27.9696	75.9548	0.300000
32	19	-11.03	-16.0325	-19.6376	-26.2512	76.0843	0.300000
32	20	-10.13	-14.5289	-19.6376	-25.0455	76.1589	0.300000
32	21	-9.51	-14.5149	-19.6376	-24.3397	76.2101	0.300000
