#	Type	Area(m²)	Azimuth(°)	Altitude(°)	SVF(-)	GVF(-)
46(46):319	Wall	52.7551	5.32767	0	0.223654	0.28411
46(46):320	Wall	18.2208	273.98	0	0.255804	0.259459
46(46):321	Wall	198.248	4.76773	0	0.256411	0.309116
46(46):322	Wall	50.2167	275.606	0	0.324459	0.296543
46(46):323	Wall	37.8269	4.97952	0	0.245571	0.266097
46(46):324	Wall	186.986	274.94	0	0.39207	0.335005
46(46):325	Wall	44.6642	184.275	0	0.182549	0.165785
46(46):326	Wall	155.082	275.033	0	0.317867	0.269151
46(46):327	Wall	93.9984	5.00745	0	0.263858	0.25178
46(46):328	Wall	319.226	274.9	0	0.364567	0.291775
46(46):329	Wall	104.252	184.552	0	0.495725	0.493273
46(46):330	Wall	34.9291	94.1349	0	0.279419	0.280069
46(46):331	Wall	247.47	184.598	0	0.493048	0.492972
46(46):332	Wall	45.5911	94.6959	0	0.293204	0.293347
46(46):333	Wall	126.014	184.521	0	0.456971	0.456973
46(46):334	Wall	375.482	94.9215	0	0.387865	0.387738
46(46):335	Wall	130.572	184.377	0	0.332094	0.331897
46(46):336	Wall	50.2171	95.6059	0	0.223949	0.223948
46(46):337	Wall	308.312	184.894	0	0.384047	0.383943
46(46):338	Wall	501.68	274.956	0	0.400721	0.400464
46(46):300	Roof	2650.74	0	90	0.998899	0
45(45):341	Wall	155.178	275.451	0	0.483197	0.493439
45(45):342	Wall	50.9329	185.503	0	0.329885	0.335341
45(45):343	Wall	43.8371	275.766	0	0.340012	0.349428
45(45):344	Wall	9.64041	5.79425	0	0.237363	0.255777
45(45):345	Wall	128.732	275.576	0	0.476513	0.486865
45(45):346	Wall	115.603	185.345	0	0.484507	0.493971
45(45):347	Wall	121.426	95.5646	0	0.415486	0.416416
45(45):348	Wall	109.458	185.625	0	0.405242	0.409904
45(45):349	Wall	27.3547	274.693	0	0.247788	0.251631
45(45):350	Wall	57.1602	185.859	0	0.476003	0.482843
45(45):351	Wall	136.038	95.5861	0	0.498222	0.498191
45(45):352	Wall	168.584	5.3324	0	0.450871	0.443157
45(45):353	Wall	175.285	95.5428	0	0.453298	0.451165
45(45):354	Wall	74.9934	5.25058	0	0.499035	0.492468
45(45):355	Wall	75.7779	275.573	0	0.40003	0.406951
45(45):356	Wall	80.459	4.91922	0	0.418154	0.415755
45(45):340	Roof	1030.03	0	90	0.999607	0
44(44):359	Wall	413.044	185.605	0	0.494658	0.494708
44(44):360	Wall	146.124	95.7686	0	0.472107	0.478146
44(44):361	Wall	413.043	5.60532	0	0.451745	0.467162
44(44):362	Wall	146.124	275.769	0	0.450702	0.458816
44(44):358	Roof	506.138	0	90	0.999416	0
43(43):365	Wall	26.3506	241.33	0	0.424631	0.418127
